NC_035108.1:461326757-461327206	1	450	SRR11006487_NODE_15_length_803_cov_31.651515	6	455	100.000	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006659_NODE_11_length_803_cov_14.758953	798	349	100.000	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006625_NODE_1_length_3044_cov_13.684530	1938	1489	100.000	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006633_NODE_4_length_1466_cov_9.303096	1461	1012	100.000	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006650_NODE_5_length_1360_cov_12.489478	780	1229	99.778	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006480_NODE_5_length_1060_cov_8.490336	1055	606	99.556	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006920_NODE_2_length_2304_cov_16.082173	46	495	99.556	0.0
NC_035108.1:461326757-461327206	1	62	SRR11006920_NODE_2_length_2304_cov_16.082173	1750	1810	98.387	2.17e-22
NC_035108.1:461326757-461327206	1	450	SRR11006494_NODE_1_length_3159_cov_17.192732	3036	2587	99.556	0.0
NC_035108.1:461326757-461327206	1	137	SRR11006494_NODE_1_length_3159_cov_17.192732	774	638	98.540	4.17e-63
NC_035108.1:461326757-461327206	1	450	SRR11006692_NODE_1_length_4004_cov_10.475427	6	455	99.333	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006840_NODE_2_length_2996_cov_21.714286	1624	1175	99.111	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006904_NODE_1_length_5610_cov_15.030363	4098	3628	95.329	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006679_NODE_1_length_5918_cov_24.106146	2599	2129	95.329	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006679_NODE_1_length_5918_cov_24.106146	4341	3871	95.329	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006949_NODE_1_length_3727_cov_12.315342	2492	2022	95.329	0.0
NC_035108.1:461326757-461327206	1	137	SRR11006949_NODE_1_length_3727_cov_12.315342	209	73	97.810	1.77e-61
NC_035108.1:461326757-461327206	1	450	SRR11006498_NODE_2_length_2354_cov_21.070268	748	278	95.329	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006689_NODE_1_length_6916_cov_24.452844	3622	3152	95.329	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006689_NODE_1_length_6916_cov_24.452844	5364	4894	95.329	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006688_NODE_1_length_3283_cov_8.627573	3278	2808	95.329	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006702_NODE_2_length_2671_cov_11.272552	259	729	95.329	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006900_NODE_1_length_4171_cov_27.539570	6	476	95.329	0.0
NC_035108.1:461326757-461327206	1	450	SRR11006675_NODE_1_length_3556_cov_7.150043	3551	3081	95.329	0.0
